Order,Property ID,Lot Area,Street,Alley,Lot Config,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Foundation,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Pool Area,Fence,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
90,532479070,15410,Pave,NA,CulDSac,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,CBlock,BLQ,126,GLQ,859,223,1208,GasA,Y,SBrkr,1,0,2,0,3,1,7,2,Attchd,2,461,Y,296,0,0,GdPrv,4,2010,WD ,Abnorml,169000
91,533130020,10186,Pave,NA,Inside,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,PConc,GLQ,674,Unf,0,76,750,GasA,Y,SBrkr,1,0,2,1,3,1,8,1,Attchd,2,564,Y,240,39,0,NA,6,2010,WD ,Normal,190000
92,533130130,13143,Pave,NA,Inside,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,PConc,LwQ,250,GLQ,981,0,1231,GasA,Y,SBrkr,1,0,2,1,4,1,9,1,Attchd,3,762,Y,32,130,0,NA,6,2010,WD ,Normal,362500
93,533130160,11134,Pave,NA,Inside,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,PConc,GLQ,1129,Unf,0,261,1390,GasA,Y,SBrkr,1,0,2,1,4,1,7,1,Attchd,3,713,Y,198,30,0,NA,6,2010,WD ,Normal,285000
94,533205060,4835,Pave,NA,CulDSac,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,PConc,GLQ,1298,Unf,0,190,1488,GasA,Y,SBrkr,1,0,2,0,2,1,6,1,Attchd,2,506,Y,168,50,0,NA,3,2010,WD ,Normal,260000
95,533208090,3515,Pave,Pave,Inside,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,840,840,GasA,Y,SBrkr,0,0,2,1,2,1,3,0,Attchd,2,588,Y,0,111,0,NA,1,2010,WD ,Normal,190000
96,533210060,3215,Pave,Pave,Inside,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,PConc,GLQ,280,Unf,0,320,600,GasA,Y,SBrkr,0,0,2,1,2,1,4,0,Detchd,2,480,Y,0,172,0,NA,4,2010,ConLD,Normal,155000
97,533212010,3182,Pave,Pave,Inside,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,PConc,Unf,0,Unf,0,600,600,GasA,Y,SBrkr,0,0,2,1,2,1,4,0,Detchd,2,480,Y,0,172,0,NA,6,2010,WD ,Normal,151000
98,533212020,2544,Pave,Pave,Inside,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,PConc,GLQ,368,ALQ,42,190,600,GasA,Y,SBrkr,1,0,2,1,2,1,4,0,Detchd,2,480,Y,0,172,0,NA,2,2010,WD ,Normal,149500
99,533212060,2544,Pave,Pave,Inside,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,376,Unf,0,224,600,GasA,Y,SBrkr,1,0,2,1,2,1,4,0,Detchd,2,480,Y,0,166,0,NA,5,2010,WD ,Normal,152000
100,533213030,4403,Pave,NA,Inside,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,PConc,GLQ,578,Unf,0,892,1470,GasA,Y,SBrkr,1,0,2,1,2,1,7,1,Attchd,2,484,Y,0,144,0,NA,6,2010,New,Partial,222000
101,533221090,2117,Pave,NA,Inside,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,PConc,GLQ,378,Unf,0,378,756,GasA,Y,SBrkr,0,0,2,1,3,1,5,0,Detchd,2,440,Y,0,32,0,NA,6,2010,WD ,Normal,177500
102,533221110,2980,Pave,NA,Corner,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,PConc,GLQ,466,Unf,0,290,756,GasA,Y,SBrkr,1,0,2,1,2,1,5,0,Detchd,2,440,Y,0,32,0,NA,5,2010,WD ,Normal,177000
103,533223020,2572,Pave,NA,FR2,Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,PConc,ALQ,604,Unf,0,92,696,GasA,Y,SBrkr,1,0,2,1,3,1,6,0,Detchd,2,484,Y,0,44,0,NA,5,2010,WD ,Normal,155000
104,533223100,2403,Pave,NA,FR2,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,244,Unf,0,286,530,GasA,Y,SBrkr,0,0,2,1,2,1,4,0,Attchd,2,496,Y,0,50,0,NA,6,2010,WD ,Normal,147110
105,533238045,12853,Pave,Pave,Inside,1Fam,1Story,8,5,2010,2010,Gable,CompShg,CemntBd,CmentBd,PConc,GLQ,1032,Unf,0,610,1642,GasA,Y,SBrkr,1,0,1,1,1,1,6,1,Attchd,3,852,Y,160,192,0,NA,4,2010,New,Partial,267916
106,533244030,7379,Pave,NA,Inside,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,484,Unf,0,491,975,GasA,Y,SBrkr,1,0,2,1,3,1,7,1,Attchd,2,592,Y,280,184,0,NA,4,2010,WD ,Normal,254000
107,533253060,4420,Pave,NA,CulDSac,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GLQ,728,Unf,0,0,728,GasA,Y,SBrkr,1,0,1,0,1,1,3,1,Detchd,2,484,Y,133,42,0,NA,6,2010,WD ,Normal,155000
108,533253210,3880,Pave,NA,Inside,Twnhs,1Story,8,6,1978,1978,Gable,CompShg,Wd Sdng,Plywood,CBlock,GLQ,1052,Unf,0,174,1226,GasA,Y,SBrkr,1,0,1,0,1,1,4,1,Attchd,2,484,Y,223,78,0,NA,1,2010,WD ,Normal,206000
109,533352170,13517,Pave,NA,CulDSac,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,CBlock,GLQ,533,Unf,0,192,725,GasA,Y,SBrkr,0,0,2,1,3,1,6,0,Attchd,2,475,Y,0,44,0,NA,3,2010,WD ,Normal,130500
110,534102025,8000,Pave,NA,Inside,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,833,Unf,0,659,1492,GasA,Y,SBrkr,1,0,2,0,3,1,6,1,Attchd,2,596,Y,277,137,0,NA,4,2010,WD ,Normal,230000
111,534129040,10456,Pave,NA,Inside,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,CBlock,GLQ,506,Unf,0,1323,1829,GasA,Y,SBrkr,1,0,2,0,4,1,8,0,Attchd,2,535,Y,0,76,0,NA,5,2010,WD ,Normal,218500
112,534151175,10791,Pave,NA,Inside,1Fam,2Story,6,5,1993,1993,Gable,CompShg,MetalSd,MetalSd,PConc,GLQ,1137,Unf,0,143,1280,GasA,Y,SBrkr,1,0,2,1,4,1,9,1,Attchd,2,660,Y,224,32,0,NA,3,2010,WD ,Normal,243500
113,534152050,10603,Pave,NA,Inside,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,PConc,ALQ,1200,Unf,0,410,1610,GasA,Y,SBrkr,1,0,2,0,3,1,6,2,Attchd,2,480,Y,168,68,0,NA,2,2010,WD ,Normal,205000
114,534152070,18837,Pave,NA,Inside,1Fam,1.5Fin,6,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,PConc,ALQ,687,LwQ,46,491,1224,GasA,Y,SBrkr,0,1,3,0,3,1,7,1,Attchd,2,678,Y,0,69,0,NA,4,2010,WD ,Normal,212500
115,534152100,10421,Pave,NA,Inside,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,CBlock,GLQ,394,Unf,0,586,980,GasA,Y,SBrkr,0,0,2,1,3,1,7,1,Attchd,2,496,Y,228,66,0,MnPrv,3,2010,WD ,Normal,196500
116,534176060,9360,Pave,NA,Inside,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,CBlock,ALQ,982,Unf,0,179,1161,GasA,Y,SBrkr,1,0,1,1,3,1,5,1,Attchd,2,676,Y,0,0,0,NA,3,2010,WD ,Normal,197500
117,534176230,9600,Pave,NA,Inside,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,CBlock,ALQ,329,Unf,0,386,715,GasA,Y,SBrkr,0,0,1,2,4,1,7,0,Attchd,2,441,Y,0,78,0,GdWo,6,2010,WD ,Normal,171000
118,534202160,9600,Pave,NA,Inside,1Fam,1Story,5,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,CBlock,Rec,698,Unf,0,534,1232,GasA,Y,SBrkr,1,0,1,1,3,1,6,0,Attchd,2,490,Y,0,224,0,NA,4,2010,WD ,Normal,142250
119,534251320,9790,Pave,NA,Inside,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,CBlock,ALQ,569,Rec,81,678,1328,GasA,Y,SBrkr,1,0,1,1,3,1,6,2,Attchd,2,528,Y,0,26,0,NA,6,2010,WD ,Normal,143000
120,534276360,9320,Pave,NA,Inside,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,CBlock,ALQ,569,Unf,0,381,950,GasA,Y,SBrkr,1,0,1,1,3,1,6,0,NA,0,0,Y,352,0,0,NA,1,2010,WD ,Normal,128950
121,534401110,9900,Pave,NA,Corner,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,PConc,BLQ,1059,Unf,0,150,1209,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,2,504,Y,0,0,0,NA,4,2010,ConLD,Normal,159000
122,534401140,9680,Pave,NA,Inside,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,CBlock,BLQ,1010,Unf,0,500,1510,GasA,Y,SBrkr,1,0,2,0,3,1,6,0,Attchd,2,517,Y,0,40,0,GdPrv,4,2010,WD ,Normal,178900
123,534403360,10600,Pave,Pave,Inside,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,CBlock,Unf,0,Unf,0,533,533,GasA,Y,SBrkr,0,0,2,0,3,1,8,0,Attchd,2,480,Y,0,172,0,NA,5,2010,COD,Family,136300
124,534403410,14112,Pave,NA,Corner,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,PConc,GLQ,1014,Unf,0,138,1152,GasA,Y,SBrkr,1,0,1,0,3,1,6,1,Attchd,2,484,Y,227,0,0,NA,4,2010,WD ,Normal,180500
125,534425310,8800,Pave,NA,Inside,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,PConc,GLQ,763,Unf,0,173,936,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,2,480,Y,120,0,0,MnPrv,5,2010,WD ,Abnorml,137500
126,534427010,13260,Pave,NA,Inside,Duplex,1Story,5,6,1962,2001,Hip,CompShg,HdBoard,HdBoard,CBlock,BLQ,1500,Unf,0,228,1728,GasA,Y,SBrkr,2,0,2,0,6,2,10,0,NA,0,0,Y,0,0,0,NA,1,2010,Oth,Abnorml,84900
127,534430080,9717,Pave,NA,Inside,1Fam,1Story,5,6,1950,1996,Hip,CompShg,MetalSd,MetalSd,CBlock,GLQ,49,Rec,1029,0,1078,GasA,Y,FuseA,1,0,1,0,2,1,5,0,Attchd,1,240,Y,366,0,0,NA,4,2010,WD ,Normal,142125
128,534431050,9724,Pave,NA,Inside,1Fam,1.5Fin,5,7,1952,2002,Gable,CompShg,MetalSd,MetalSd,CBlock,LwQ,670,Unf,0,470,1140,GasA,Y,SBrkr,0,0,2,0,3,1,7,2,Detchd,2,400,Y,0,0,0,GdWo,3,2010,WD ,Normal,197600
129,534431070,17360,Pave,NA,Corner,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,Rec,300,Unf,0,482,782,GasA,Y,SBrkr,0,0,2,0,3,1,6,1,Attchd,2,470,Y,0,0,0,NA,1,2010,WD ,Normal,172500
130,534450180,7207,Pave,NA,Inside,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,CBlock,BLQ,696,Unf,0,162,858,GasA,Y,SBrkr,1,0,1,0,2,1,4,0,NA,0,0,Y,117,0,0,NA,2,2010,WD ,Normal,116500
131,534451150,5350,Pave,NA,Inside,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,CBlock,Unf,0,Unf,0,728,728,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,NA,0,0,Y,263,0,0,GdWo,5,2010,WD ,Normal,76500
132,534475100,9920,Pave,NA,Inside,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,CBlock,Rec,354,LwQ,290,412,1056,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,1,280,Y,0,0,0,MnPrv,2,2010,WD ,Normal,128000
133,534476260,9600,Pave,NA,Inside,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,CBlock,BLQ,674,LwQ,132,350,1156,GasA,Y,SBrkr,1,0,1,0,3,1,7,2,Basment,1,364,Y,0,0,0,NA,3,2010,WD ,Normal,153000
134,534479320,7800,Pave,NA,Inside,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,PConc,LwQ,540,Unf,0,728,1268,GasA,Y,SBrkr,0,0,1,0,2,1,7,1,Attchd,1,244,Y,0,98,0,NA,3,2010,WD ,Normal,132000
135,535101020,11380,Pave,NA,Inside,1Fam,SFoyer,6,8,1966,2008,Gable,CompShg,HdBoard,HdBoard,CBlock,GLQ,944,Unf,0,136,1080,GasA,Y,SBrkr,1,0,1,0,2,1,5,1,Attchd,1,315,Y,238,0,0,NA,1,2010,WD ,Normal,178000
136,535106190,11600,Pave,NA,Corner,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,CBlock,Rec,443,Unf,0,662,1105,GasA,Y,FuseA,0,0,2,0,5,2,12,0,Detchd,2,480,Y,0,0,0,NA,1,2010,WD ,Normal,154300
137,535125010,19900,Pave,NA,Inside,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,CBlock,GLQ,912,Unf,0,1035,1947,GasA,Y,SBrkr,1,0,2,0,3,1,7,1,Attchd,2,576,Y,301,0,0,NA,7,2010,WD ,Normal,180000
138,535126040,16492,Pave,NA,Corner,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,CBlock,ALQ,247,Rec,713,557,1517,GasA,Y,SBrkr,0,0,2,1,2,1,6,1,Attchd,2,578,Y,0,0,0,NA,6,2010,WD ,Normal,190000
139,535152010,8267,Pave,NA,Corner,Duplex,1Story,5,5,1958,1958,Gable,CompShg,HdBoard,HdBoard,CBlock,Unf,0,Unf,0,1604,1604,GasA,Y,SBrkr,0,0,2,0,4,2,8,0,Attchd,2,576,Y,42,0,0,NA,3,2010,WD ,Normal,135000
140,535152050,8197,Pave,NA,Inside,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,1188,Unf,0,292,1480,GasA,Y,SBrkr,1,0,2,0,3,1,7,0,Attchd,2,620,Y,252,73,0,MnPrv,2,2010,WD ,Normal,214000
141,535152130,8050,Pave,NA,Inside,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,CBlock,BLQ,856,Rec,162,125,1143,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,1,308,Y,0,0,0,GdPrv,5,2010,WD ,Normal,136000
142,535152150,10552,Pave,NA,Inside,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,CBlock,Rec,1018,Unf,0,380,1398,GasA,Y,SBrkr,0,1,1,1,4,1,6,1,Attchd,2,447,Y,0,38,0,NA,4,2010,WD ,Normal,165500
143,535152250,8400,Pave,NA,Inside,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,CBlock,Rec,922,Unf,0,392,1314,GasA,Y,SBrkr,1,0,1,0,3,1,5,0,Attchd,1,294,Y,250,0,0,NA,6,2010,WD ,Normal,145000
144,535153070,8760,Pave,NA,Inside,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,1194,1194,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,1,312,Y,0,0,0,NA,4,2010,WD ,Normal,148000
145,535154050,12160,Pave,NA,Inside,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,CBlock,Rec,1000,Unf,0,188,1188,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,2,531,Y,0,0,0,MnPrv,5,2010,COD,Abnorml,142000
146,535175070,9300,Pave,NA,Inside,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,CBlock,Rec,697,Unf,0,571,1268,GasA,Y,SBrkr,1,0,1,0,3,1,6,2,Attchd,2,461,Y,0,0,0,NA,4,2010,WD ,Normal,167500
147,535175180,10725,Pave,NA,Inside,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,CBlock,Rec,936,Unf,0,270,1206,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Attchd,1,312,Y,0,21,0,NA,5,2010,WD ,Normal,108538
148,535179020,10032,Pave,NA,Inside,1Fam,1Story,6,5,1959,1959,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,734,Unf,0,510,1244,GasA,Y,SBrkr,1,0,1,1,3,1,6,2,Attchd,2,440,Y,0,28,0,GdWo,6,2010,WD ,Normal,159500
149,535180130,8382,Pave,NA,Inside,1Fam,1.5Fin,4,5,1956,1956,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,832,832,GasA,Y,FuseA,0,0,1,0,3,1,5,0,Attchd,1,263,Y,0,0,0,NA,2,2010,WD ,Normal,108000
150,535302080,10950,Pave,NA,Inside,1Fam,1Story,5,7,1952,1952,Gable,CompShg,WdShing,Wd Shng,CBlock,BLQ,339,Unf,0,525,864,GasA,Y,SBrkr,0,1,1,0,2,1,4,0,Detchd,1,318,Y,0,0,0,NA,5,2010,WD ,Normal,135000
151,535302200,10895,Pave,NA,Corner,1Fam,1Story,5,6,1955,1955,Gable,CompShg,MetalSd,MetalSd,CBlock,Rec,648,Unf,0,324,972,GasA,Y,SBrkr,0,0,1,0,3,1,5,0,Attchd,1,305,Y,0,0,0,GdWo,6,2010,WD ,Normal,122500
152,535304060,13587,Pave,NA,Inside,2fmCon,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,CBlock,Rec,532,Unf,0,456,988,GasA,Y,SBrkr,1,0,1,0,2,1,5,0,Attchd,1,264,Y,0,0,0,NA,4,2010,WD ,Abnorml,119000
153,535304180,7922,Pave,NA,Inside,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,CBlock,GLQ,731,Unf,0,326,1057,GasA,Y,SBrkr,1,0,1,0,3,1,5,0,Detchd,1,246,Y,0,52,0,NA,1,2010,WD ,Abnorml,109000
154,535325400,7898,Pave,NA,Corner,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,576,576,GasA,Y,SBrkr,0,1,1,0,2,1,4,0,Detchd,2,676,N,0,0,0,NA,4,2010,WD ,Normal,105000
155,535327140,7200,Pave,NA,Inside,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,Slab,NA,0,NA,0,0,0,GasA,Y,SBrkr,0,0,1,0,2,1,5,1,Detchd,1,392,Y,0,0,0,NA,4,2010,WD ,Normal,107500
156,535350030,10200,Pave,NA,Inside,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,ALQ,320,BLQ,362,404,1086,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,2,490,Y,0,0,0,GdWo,5,2010,WD ,Normal,144900
157,535350040,5868,Pave,NA,Inside,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,CBlock,BLQ,248,Rec,240,448,936,GasA,Y,SBrkr,1,0,1,0,2,1,4,0,Attchd,1,308,Y,0,0,0,NA,5,2010,WD ,Normal,129000
158,535353190,17503,Pave,NA,Inside,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,CBlock,Unf,0,Unf,0,912,912,GasA,Y,SBrkr,0,1,1,0,3,1,6,1,Attchd,1,330,Y,192,0,0,NA,1,2010,WD ,Abnorml,97500
159,535377090,6979,Pave,NA,Inside,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,CBlock,GLQ,1056,Unf,0,0,1056,GasA,Y,SBrkr,2,0,0,0,0,2,4,0,Detchd,2,576,Y,264,56,0,GdPrv,6,2010,WD ,Normal,144000
160,535401080,9830,Pave,NA,Corner,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,ALQ,72,Rec,258,733,1063,GasA,Y,SBrkr,1,0,1,0,3,1,7,1,Detchd,2,576,Y,364,17,0,NA,3,2010,WD ,Normal,162000
161,535425010,11275,Pave,NA,Corner,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,CBlock,Unf,0,Unf,0,710,710,GasA,Y,SBrkr,0,0,2,1,5,1,11,1,BuiltIn,2,564,Y,240,0,0,NA,6,2010,WD ,Normal,242000
162,535450210,8064,Pave,NA,Inside,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,CBlock,ALQ,481,Rec,174,161,816,GasA,Y,SBrkr,1,0,1,0,3,1,5,0,Detchd,1,280,Y,414,0,0,GdWo,5,2010,WD ,Normal,132000
163,535453070,7500,Pave,NA,Inside,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,CBlock,LwQ,340,Rec,906,0,1246,GasA,Y,SBrkr,1,0,1,1,3,1,6,0,Attchd,1,305,Y,218,0,0,GdPrv,5,2010,WD ,Normal,154000
164,535454070,8520,Pave,NA,Corner,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,CBlock,Rec,507,Unf,0,403,910,GasA,Y,SBrkr,0,0,2,0,4,1,6,0,Detchd,2,720,Y,0,0,0,MnPrv,6,2010,WD ,Normal,166000
165,535456110,7200,Pave,NA,Corner,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,BLQ,234,Rec,486,180,900,GasA,Y,SBrkr,0,1,1,0,3,1,5,0,Detchd,2,576,Y,222,32,0,NA,5,2010,WD ,Normal,134800
166,535457010,10000,Pave,NA,Corner,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,Unf,0,Unf,0,1116,1116,GasA,Y,SBrkr,0,0,1,1,3,1,5,0,Attchd,2,440,Y,0,0,0,NA,2,2010,WD ,Normal,160000
167,535457090,7635,Pave,NA,Corner,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,CBlock,Rec,588,LwQ,350,237,1175,GasA,Y,SBrkr,0,0,1,1,3,1,6,0,Detchd,2,484,Y,0,0,0,NA,6,2010,WD ,Normal,148000
168,535476350,9760,Pave,NA,Inside,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,BLQ,717,LwQ,263,415,1395,GasA,Y,SBrkr,1,0,1,0,2,1,7,1,Attchd,2,440,Y,657,0,0,NA,5,2010,WD ,Normal,192000
169,535477020,7700,Pave,NA,Inside,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,756,756,GasA,Y,SBrkr,0,0,1,1,4,1,7,1,Attchd,2,442,Y,0,124,0,NA,6,2010,WD ,Normal,155000
170,902102100,4800,Pave,NA,Corner,1Fam,1.5Fin,4,5,1900,1954,Hip,CompShg,Wd Sdng,Wd Sdng,PConc,ALQ,48,Unf,0,661,709,GasA,Y,SBrkr,1,0,1,0,3,1,9,2,Basment,1,240,Y,84,0,0,NA,1,2010,COD,Abnorml,80400
171,902104060,8800,Pave,Grvl,Corner,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,576,576,GasA,Y,SBrkr,0,0,1,0,3,1,7,0,NA,0,0,N,0,160,0,NA,6,2010,WD ,Normal,96500
172,902106130,4485,Pave,Grvl,Inside,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,BLQ,579,Unf,0,357,936,GasA,Y,SBrkr,1,0,1,0,2,1,5,1,NA,0,0,P,51,0,0,MnPrv,5,2010,WD ,Normal,109500
173,902106140,8960,Pave,Grvl,Inside,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,CBlock,Unf,0,Unf,0,1008,1008,GasA,Y,FuseA,0,0,1,0,2,1,5,1,Detchd,2,360,Y,0,0,0,NA,3,2010,WD ,Normal,115000
174,902110090,5805,Pave,Grvl,Inside,1Fam,1Story,5,7,1957,1957,Hip,CompShg,MetalSd,MetalSd,CBlock,BLQ,274,Rec,1073,0,1347,GasA,Y,SBrkr,1,1,1,0,3,1,6,0,Detchd,2,551,Y,0,0,0,NA,6,2010,WD ,Normal,143000
175,902125080,5790,Pave,NA,Corner,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,CBlock,Unf,0,Unf,0,840,840,GasA,N,SBrkr,0,0,2,0,3,2,8,0,Detchd,1,379,Y,0,0,0,NA,5,2010,WD ,Normal,107400
176,902125160,4608,Pave,NA,Corner,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,747,747,GasA,Y,SBrkr,0,0,1,0,2,1,4,0,Attchd,1,220,Y,0,0,0,NA,6,2010,WD ,Normal,80000
177,902128170,7200,Pave,NA,Corner,1Fam,1Story,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,CBlock,BLQ,510,Unf,0,278,788,GasA,Y,SBrkr,1,0,1,0,2,1,4,2,Attchd,1,240,Y,0,0,0,MnPrv,2,2010,WD ,Abnorml,119000
178,902206040,5500,Pave,NA,Corner,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,LwQ,234,ALQ,692,0,926,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Detchd,2,484,Y,0,0,0,NA,4,2010,WD ,Normal,130000
179,902206130,6900,Pave,NA,Corner,1Fam,1.5Fin,6,7,1938,2000,Gable,CompShg,MetalSd,MetalSd,PConc,Unf,0,Unf,0,827,827,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Detchd,1,240,N,0,0,0,NA,1,2010,WD ,Normal,119000
